Date,Close,Percent Change,50 MA,200 MA,EPS,EBIDTA,P/E,EV/EBITDA,1 YR,5 YR,30 YR,Recommendation,News,News Score
2021-10-21,149.47999572753906,0.0014739463272126496,147.3151989746094,154.77220189633013,1.25,26775000000.0,119.58399658203125,95.73176101203354,4.49,3.72,3.71,Buy,POSITIVE,0.748120903968811
2021-10-20,149.25999450683594,0.003361118704377386,147.23759918212892,154.77220189633013,1.25,26775000000.0,119.40799560546876,95.59678760504089,4.26,3.44,3.6,Buy,POSITIVE,0.748120903968811
2021-10-19,148.75999450683594,0.01508011879261173,147.17419921875,154.77220189633013,1.25,26775000000.0,119.00799560546875,95.29003156395778,4.34,3.56,3.65,Buy,POSITIVE,0.748120903968811
2021-10-18,146.5500030517578,0.01180617755525204,147.12179931640625,154.77220189633013,1.25,26775000000.0,117.24000244140625,93.93417510478328,4.68,3.73,3.73,Buy,NEGATIVE,0.757645308971405
2021-10-15,144.83999633789062,0.007512533892058082,147.13199920654296,154.77220189633013,1.25,26775000000.0,115.8719970703125,92.88506532524045,4.56,3.54,3.68,Buy,NEGATIVE,0.9840452671051024
2021-10-14,143.75999450683594,0.02022561046524851,147.17419921875,154.77220189633013,1.25,26775000000.0,115.00799560546875,92.22247115312679,4.38,3.39,3.66,Buy,NEGATIVE,0.958988070487976
2021-10-13,140.91000366210938,-0.004239918507647045,147.2461993408203,154.77220189633013,1.25,26775000000.0,112.7280029296875,90.47396733582397,4.32,3.41,3.64,Sell,NEGATIVE,0.9731934070587158
2021-10-12,141.50999450683594,-0.009103025516294383,147.33839935302734,154.77220189633013,1.25,26775000000.0,113.20799560546875,90.84206896825283,4.51,3.59,3.77,Sell,POSITIVE,0.9535861611366272
2021-10-11,142.80999755859375,-0.0006297854565047167,147.42539947509766,154.77220189633013,1.25,26775000000.0,114.247998046875,91.63963654735917,4.55,3.63,3.77,Sell,NEGATIVE,0.958988070487976
2021-10-08,142.89999389648438,-0.00272174895611621,147.48199951171875,154.77220189633013,1.25,26775000000.0,114.3199951171875,91.69485038800579,4.59,3.67,3.78,Sell,NEGATIVE,0.5238220691680908
2021-10-07,143.2899932861328,0.009084459761498742,147.52359954833983,154.77220189633013,1.25,26775000000.0,114.63199462890626,91.93411972559254,4.63,3.66,3.74,Buy,NEGATIVE,0.757645308971405
2021-10-06,142.0,0.00630713192402288,147.5931997680664,154.77220189633013,1.25,26775000000.0,113.6,91.14269325863678,4.64,3.6,3.67,Buy,POSITIVE,0.9981656670570374
2021-10-05,141.11000061035156,0.014158410445197056,147.7329998779297,154.77220189633013,1.25,26775000000.0,112.88800048828125,90.59666787996692,4.6,3.52,3.64,Buy,NEGATIVE,0.9990278482437134
2021-10-04,139.13999938964844,-0.02460564077824645,147.88199981689453,154.77220189633013,1.25,26775000000.0,111.31199951171875,89.3880483291834,4.5,3.39,3.6,Sell,POSITIVE,0.748120903968811
2021-10-01,142.64999389648438,0.00812716534617941,148.0351998901367,154.77220189633013,1.25,26775000000.0,114.1199951171875,91.54147236746424,4.43,3.36,3.56,Buy,NEGATIVE,0.9936402440071106
2021-09-30,141.5,-0.0028891808296024335,148.09019989013672,154.77220189633013,1.25,26775000000.0,113.2,90.83593721755369,4.51,3.37,3.54,Sell,POSITIVE,0.9980260133743286
2021-09-28,141.91000366210938,-0.0238012765446467,148.1831997680664,154.77220189633013,1.31,26958000000.0,108.3282470703125,90.97060983208445,4.61,3.49,3.61,Sell,POSITIVE,0.9458942413330078
2021-09-27,145.3699951171875,-0.010549980064493591,148.19399963378908,154.77220189633013,1.31,26958000000.0,110.96946192151717,93.09565166909847,4.65,3.52,3.62,Sell,POSITIVE,0.999755322933197
2021-09-24,146.9199981689453,0.0006129288072487249,148.2143997192383,154.77220189633013,1.31,26958000000.0,112.15267035797352,94.04762550349929,4.67,3.54,3.62,Buy,POSITIVE,0.748120903968811
2021-09-23,146.8300018310547,0.0067192025130498045,148.24559967041014,154.77220189633013,1.31,26958000000.0,112.08397086340052,93.99235196144618,4.64,3.46,3.64,Buy,POSITIVE,0.9921650886535645
2021-09-22,145.85000610351562,0.016872436389261614,148.29199951171876,154.77220189633013,1.31,26958000000.0,111.33588252176764,93.39046263652921,4.66,3.51,3.69,Buy,NEGATIVE,0.9977847933769226
2021-09-21,143.42999267578125,0.003427943374884501,148.28779937744142,154.77220189633013,1.31,26958000000.0,109.48854402731392,91.9041497808938,4.77,3.6,3.74,Buy,POSITIVE,0.991926908493042
2021-09-20,142.94000244140625,-0.02136105141269684,148.30919952392577,154.77220189633013,1.31,26958000000.0,109.11450568046278,91.60320980422219,4.8,3.69,3.81,Sell,POSITIVE,0.748120903968811
2021-09-17,146.05999755859375,-0.018347979371765355,148.3525994873047,154.77220189633013,1.31,26958000000.0,111.49618134243798,93.5194342346531,4.81,3.69,3.79,Sell,POSITIVE,0.9997947812080384
2021-09-16,148.7899932861328,-0.0016104508832446296,148.2961996459961,154.77220189633013,1.31,26958000000.0,113.58014754666627,95.19613061128017,4.84,3.71,3.79,Sell,NEGATIVE,0.9762913584709167
2021-09-15,149.02999877929688,0.006143692223250508,148.2117999267578,154.77220189633013,1.31,26958000000.0,113.76335784679151,95.34353609499551,4.77,3.63,3.75,Buy,NEGATIVE,0.9902064204216005
2021-09-14,148.1199951171875,-0.009562072252685905,155.01808513400792,154.77220189633013,1.31,26958000000.0,113.06869856273855,94.78463417892858,4.78,3.66,3.78,Sell,POSITIVE,0.99779212474823
2021-09-13,149.5500030517578,0.003893413615506436,155.01808513400792,154.77220189633013,1.31,26958000000.0,114.16030767309756,95.6629099572586,4.76,3.6,3.73,Buy,NEGATIVE,0.7682458162307739
2021-09-10,148.97000122070312,-0.03310187486902216,155.01808513400792,154.77220189633013,1.31,26958000000.0,113.71755818374284,95.30668706696012,4.6,3.43,3.65,Sell,POSITIVE,0.9972712397575378
2021-09-09,154.07000732421875,-0.006704875778740793,155.01808513400792,154.77220189633013,1.31,26958000000.0,117.61069261390743,98.43898565200182,4.64,3.46,3.7,Sell,POSITIVE,0.9985514283180236
2021-09-08,155.11000061035156,-0.010083616098260806,155.01808513400792,154.77220189633013,1.31,26958000000.0,118.40458061858898,99.0777240049542,4.78,3.6,3.76,Sell,POSITIVE,0.9988815188407898
2021-09-07,156.69000244140625,0.01548930228372547,155.01808513400792,154.77220189633013,1.31,26958000000.0,119.61068888656965,100.04812235337272,4.8,3.51,3.67,Buy,POSITIVE,0.9989203214645386
2021-09-03,154.3000030517578,0.0042304535053308,155.01808513400792,154.77220189633013,1.31,26958000000.0,117.78626187157084,98.58024338332878,4.86,3.64,3.84,Buy,POSITIVE,0.999491572380066
2021-09-02,153.64999389648438,0.007474915944589711,155.01808513400792,154.77220189633013,1.31,26958000000.0,117.29007167670562,98.18102371260649,4.74,3.46,3.72,Buy,POSITIVE,0.748120903968811
2021-09-01,152.50999450683594,0.004478644981759983,155.01808513400792,154.77220189633013,1.31,26958000000.0,116.41984313498926,97.48086406521259,4.7,3.37,3.7,Buy,POSITIVE,0.748120903968811
2021-08-31,151.8300018310547,-0.008424721311841354,155.01808513400792,154.77220189633013,1.31,26958000000.0,115.9007647565303,97.06322925204637,4.59,3.29,3.73,Sell,NEGATIVE,0.8698223233222961
2021-08-30,153.1199951171875,0.03041715227469921,155.01808513400792,154.77220189633013,1.31,26958000000.0,116.88549245586832,97.85551146952878,4.73,3.41,3.76,Buy,POSITIVE,0.993405818939209
2021-08-27,148.60000610351562,0.007184579541948732,155.01808513400792,154.77220189633013,1.31,26958000000.0,113.43511916298903,95.0794451463593,4.79,3.49,3.84,Buy,POSITIVE,0.998588502407074
2021-08-26,147.5399932861328,-0.005527145597501004,155.01808513400792,154.77220189633013,1.31,26958000000.0,112.62594907338382,94.42841128863012,4.81,3.51,3.85,Sell,NEGATIVE,0.9949540495872498
2021-08-25,148.36000061035156,-0.008421297606974743,155.01808513400792,154.77220189633013,1.31,26958000000.0,113.25190886286379,94.93203966264396,4.7,3.37,3.8,Sell,POSITIVE,0.748120903968811
2021-08-24,149.6199951171875,-0.0006012396810035625,155.01808513400792,154.77220189633013,1.31,26958000000.0,114.21373673067748,95.70589736610864,4.7,3.36,3.73,Sell,POSITIVE,0.748120903968811
2021-08-23,149.7100067138672,0.010257131030562805,155.01808513400792,154.77220189633013,1.31,26958000000.0,114.28244787318106,95.7611802797355,4.75,3.45,3.78,Buy,NEGATIVE,0.9994912147521972
2021-08-20,148.19000244140625,0.010156820205591055,155.01808513400792,154.77220189633013,1.31,26958000000.0,113.12213926824904,94.82763095935239,4.73,3.46,3.84,Buy,NEGATIVE,0.9919512271881104
2021-08-19,146.6999969482422,0.002323014050784167,155.01808513400792,154.77220189633013,1.31,26958000000.0,111.98473049484136,93.91250615298696,4.88,3.52,3.87,Buy,NEGATIVE,0.9981281161308287
2021-08-18,146.36000061035156,-0.025501043803157875,155.01808513400792,154.77220189633013,1.31,26958000000.0,111.72519130561187,93.70368874640387,4.92,3.58,3.88,Sell,NEGATIVE,0.999206006526947
2021-08-17,150.19000244140625,-0.006154001494375949,155.01808513400792,154.77220189633013,1.31,26958000000.0,114.64885682550094,96.05598187559247,5.02,3.69,3.91,Sell,POSITIVE,0.974241018295288
2021-08-16,151.1199951171875,0.013547880154139325,155.01808513400792,154.77220189633013,1.31,26958000000.0,115.3587748986164,96.62716055328869,5.02,3.76,3.95,Buy,POSITIVE,0.9230799078941344
2021-08-13,149.10000610351562,0.0014104823341263284,155.01808513400792,154.77220189633013,1.31,26958000000.0,113.816798552302,95.38653287541932,5.07,3.77,3.97,Buy,POSITIVE,0.9956142902374268
2021-08-12,148.88999938964844,0.020773335846824503,155.01808513400792,154.77220189633013,1.31,26958000000.0,113.65648808370109,95.25755190572166,5.06,3.76,3.96,Buy,NEGATIVE,0.9989142417907716
2021-08-11,145.86000061035156,0.00178567648308392,155.01808513400792,154.77220189633013,1.31,26958000000.0,111.3435119162989,93.39660101734385,5.12,3.75,3.97,Buy,NEGATIVE,0.9705700874328612
2021-08-10,145.60000610351562,-0.00335403002709167,155.01808513400792,154.77220189633013,1.31,26958000000.0,111.14504282711115,93.23691877199919,5.24,3.9,4.01,Sell,NEGATIVE,0.9848784804344176
2021-08-09,146.08999633789062,-0.0003421585600564825,155.01808513400792,154.77220189633013,1.31,26958000000.0,111.5190811739623,93.5378587486708,5.25,3.92,3.96,Sell,POSITIVE,0.9954107403755188
2021-08-06,146.13999938964844,-0.006255937605185613,155.01808513400792,154.77220189633013,1.31,26958000000.0,111.55725144247972,93.56856939589154,5.22,3.81,3.9,Sell,POSITIVE,0.9744835495948792
2021-08-05,147.05999755859375,0.0007485580989179397,155.01808513400792,154.77220189633013,1.31,26958000000.0,112.25954012106392,94.13360969277313,5.18,3.74,3.85,Buy,NEGATIVE,0.9967303276062012
2021-08-04,146.9499969482422,-0.00278232668574363,155.01808513400792,154.77220189633013,1.31,26958000000.0,112.17557018949785,94.06605001751697,5.11,3.7,3.84,Sell,NEGATIVE,0.9988271594047546
2021-08-03,147.36000061035156,0.012644284523559701,155.01808513400792,154.77220189633013,1.31,26958000000.0,112.48855008423783,94.31786420452391,5.22,3.84,3.88,Buy,NEGATIVE,0.9485960006713868
2021-08-02,145.52000427246094,-0.002330977214232255,155.01808513400792,154.77220189633013,1.31,26958000000.0,111.08397272706941,93.18778361076073,5.17,3.82,3.89,Sell,POSITIVE,0.9996015429496764
2021-07-30,145.86000061035156,0.001510582406104799,155.01808513400792,154.77220189633013,1.31,26958000000.0,111.3435119162989,93.39660101734385,5.2,3.85,3.87,Buy,NEGATIVE,0.9995049238204956
2021-07-29,145.63999938964844,0.0045523774421245555,155.01808513400792,154.77220189633013,1.31,26958000000.0,111.17557205316675,93.26148166683153,5.16,3.93,3.95,Buy,NEGATIVE,0.9613928198814392
2021-07-28,144.97999572753906,-0.012196010716187922,155.01808513400792,154.77220189633013,1.31,26958000000.0,110.67175246377028,92.85612361529462,5.12,3.87,3.89,Sell,POSITIVE,0.9997512698173524
2021-07-27,146.77000427246094,-0.014900336524955593,155.01808513400792,154.77220189633013,1.31,26958000000.0,112.03817120035185,93.95550293341077,5.17,3.92,3.89,Sell,NEGATIVE,0.995756208896637
2021-07-26,148.99000549316406,0.002894506876931713,155.01808513400792,154.77220189633013,1.31,26958000000.0,113.73282862073592,95.31897320016319,5.18,3.89,3.87,Buy,NEGATIVE,0.958988070487976
2021-07-23,148.55999755859375,0.011989063148829748,155.01808513400792,154.77220189633013,1.31,26958000000.0,113.40457828900286,95.0548728799532,5.26,4.01,3.94,Buy,NEGATIVE,0.9166027307510376
2021-07-22,146.8000030517578,0.009628674099327439,155.01808513400792,154.77220189633013,1.31,26958000000.0,112.06107103187618,93.9739274474285,5.27,4.06,3.9,Buy,POSITIVE,0.9839200377464294
2021-07-21,145.39999389648438,-0.005131714206784155,155.01808513400792,154.77220189633013,1.31,26958000000.0,110.99236175304151,93.11407618311617,5.21,3.91,3.85,Sell,NEGATIVE,0.9381016492843628
2021-07-20,146.14999389648438,0.025974005107115117,155.01808513400792,154.77220189633013,1.31,26958000000.0,111.56488083701097,93.5747077767062,5.24,3.99,3.86,Buy,NEGATIVE,0.8524300456047058
2021-07-19,142.4499969482422,-0.026914423511397723,155.01808513400792,154.77220189633013,1.31,26958000000.0,108.74045568568106,91.3022604559768,5.24,3.96,3.83,Sell,POSITIVE,0.9744835495948792
2021-07-16,146.38999938964844,-0.014075945568625792,155.01808513400792,154.77220189633013,1.31,26958000000.0,111.74809113713621,93.72211326042155,5.25,3.95,3.81,Sell,POSITIVE,0.9912661910057068
2021-07-15,148.47999572753906,-0.004492109932034749,155.01808513400792,154.77220189633013,1.31,26958000000.0,113.34350818896111,95.00573771871476,5.29,4.03,3.88,Sell,NEGATIVE,0.983500361442566
2021-07-14,149.14999389648438,0.024100484218248397,155.01808513400792,154.77220189633013,1.31,26958000000.0,113.85495717288883,95.41723415106632,5.25,3.99,3.82,Buy,POSITIVE,0.9870426654815674
2021-07-13,145.63999938964844,0.007889269132515198,155.01808513400792,154.77220189633013,1.31,26958000000.0,111.17557205316675,93.26148166683153,5.27,3.96,3.83,Buy,POSITIVE,0.985895574092865
2021-07-12,144.5,-0.004203711720665804,155.01808513400792,154.77220189633013,1.31,26958000000.0,110.30534351145037,92.56132201943764,5.33,4.02,3.84,Sell,NEGATIVE,0.8924291133880615
2021-07-09,145.11000061035156,0.013054977977341231,155.01808513400792,154.77220189633013,1.31,26958000000.0,110.77099283232943,92.93596942375383,5.32,3.97,3.81,Buy,NEGATIVE,0.9987468719482422
2021-07-08,143.24000549316406,-0.009199707848613237,155.01808513400792,154.77220189633013,1.31,26958000000.0,109.34351564363668,91.78746431597295,5.41,4.14,3.92,Sell,POSITIVE,0.9470930695533752
2021-07-07,144.57000732421875,0.01795523852305836,155.01808513400792,154.77220189633013,1.31,26958000000.0,110.35878421696087,92.60431879986145,5.4,4.13,3.85,Buy,POSITIVE,0.5938361287117004
