,GLD,GLD % Change,VNQ,VNQ % Change,USO,USO % Change,KO,KO % Change,TSLA,TSLA % Change,AAPL,AAPL % Change,AGG,AGG % Change,JNK,JNK % Change,50 MA,200 MA,Max Sharpe % Change By Weights,1 YR,5 YR,30 YR,Signal
10,180.19,0.0022805651351651,83.03,-0.0123706435113595,73.79,-0.0004063939311838,60.71,-0.007844419022716,253.85,0.0095446410817259,181.99,0.0175566116857703,96.68,-0.0002068252326783,91.57,-0.002070619006103,0.004726555701432,1.600437488117172,1.6336537341420438,5.33,4.15,4.21,1.0
11,179.54,-0.0036073034019645,83.71,0.0081898109117186,73.14,-0.0088087816777341,61.64,0.0153187283808269,259.32,0.0215481583612369,191.17,0.0504423319962634,95.89,-0.0081712867190733,91.04,-0.0057879218084524,0.0154410831010532,1.600437488117172,1.6336537341420438,5.37,4.3,4.32,1.0
12,179.6,0.0003341873677176,84.63,0.0109903237367101,71.48,-0.022696199070276,61.96,0.0051914341336793,254.11,-0.02009100724973,192.58,0.0073756342522364,96.54,0.0067786004797163,91.35,0.0034050966608083,-0.0028952022050953,1.600437488117172,1.6336537341420438,5.36,4.24,4.17,0.0
13,180.46,0.0047884187082405,85.12,0.0057899090157156,72.96,0.0207050923335196,61.77,-0.0030664945125887,261.07,0.0273897131163669,195.605,0.0157077578149338,96.77,0.0023824321524754,91.71,0.0039408866995074,0.0114724619128125,1.600437488117172,1.6336537341420438,5.38,4.24,4.11,1.0
14,182.35,0.0104732350659424,85.26,0.0016447368421053,73.17,0.0028782894736842,61.93,0.0025902541686901,267.43,0.0243612824146781,196.45,0.0043199304721248,97.68,0.0094037408287692,92.75,0.0113400937738523,0.0104490743305476,1.600437488117172,1.6336537341420438,5.37,4.18,4.02,1.0
15,181.86,-0.002687140115163,84.71,-0.0064508562045508,72.09,-0.014760147601476,62.48,0.0088809946714032,266.44,-0.0037019033017986,195.83,-0.0031560193433441,97.56,-0.0012285012285012,92.46,-0.0031266846361186,-0.0016009114889475,1.600437488117172,1.6336537341420438,5.37,4.18,4.03,0.0
16,180.42,-0.0079181788188718,84.78,0.0008263487191595,71.43,-0.0091552226383686,62.44,-0.0006402048655569,255.71,-0.0402717309713256,193.22,-0.0133278864321095,97.18,-0.0038950389503894,91.93,-0.0057322085226042,-0.0147689297003017,1.600437488117172,1.6336537341420438,5.4,4.24,4.06,0.0
17,183.3,0.0159627535749917,86.66,0.0221750412833214,70.66,-0.010779784404312,63.05,0.0097693786034593,264.35,0.0337882757811585,194.5,0.0066245730255667,98.02,0.0086437538588186,92.65,0.0078320461220493,0.0148527920565747,1.600437488117172,1.6336537341420438,5.37,4.09,3.94,1.0
18,182.41,-0.0048554282596836,86.27,-0.0045003461804754,71.16,0.0070761392584206,62.25,-0.0126883425852497,265.28,0.0035180631738223,193.62,-0.0045244215938302,97.7,-0.0032646398694143,92.23,-0.0045331894225579,-0.0034017531384662,1.600437488117172,1.6336537341420438,5.38,4.15,3.95,0.0
19,181.4,-0.0055369771394111,86.89,0.0071867393068274,70.69,-0.0066048341765035,62.46,0.0033734939759035,269.06,0.0142490952955369,192.75,-0.0044933374651379,97.81,0.0011258955987718,92.29,0.0006505475441831,0.0012904816592561,1.600437488117172,1.6336537341420438,5.38,4.13,3.92,1.0
20,182.18,0.0042998897464168,86.18,-0.0081712510070203,68.99,-0.0240486631772528,62.44,-0.000320204931156,260.02,-0.0335984538764588,191.94,-0.0042023346303502,97.99,0.001840302627543,92.46,0.0018420197204462,-0.0088015970630034,1.600437488117172,1.6336537341420438,5.35,4.09,3.91,0.0
21,182.74,0.003073882972884,85.78,-0.0046414481318172,68.05,-0.0136251630671111,62.39,-0.0008007687379883,262.9,0.0110760710714559,193.13,0.0061998541210794,97.92,-0.0007143586080211,92.26,-0.0021630975556996,0.0034548065716906,1.600437488117172,1.6336537341420438,5.35,4.08,3.91,1.0
22,183.67,0.0050891977673195,86.06,0.0032641641408253,67.69,-0.0052902277736958,61.64,-0.0120211572367366,291.26,0.1078737162419172,195.1,0.0102003831616008,98.43,0.0052083333333334,92.63,0.0040104053761109,0.0258414233776067,1.600437488117172,1.6336537341420438,5.32,3.98,3.84,1.0
23,183.64,-0.0001633364185767,85.1,-0.0111550081338601,67.96,0.0039887723445117,60.57,-0.0173588578844905,293.34,0.0071413857034952,193.73,-0.0070220399794976,98.13,-0.0030478512648584,92.55,-0.0008636510849616,-0.0029121820220453,1.600437488117172,1.6336537341420438,5.32,4.0,3.91,0.0
24,181.56,-0.0113265083859724,85.57,0.0055229142185664,66.58,-0.0203060623896409,60.81,0.0039623576027736,290.38,-0.0100906797572781,193.99,0.001342074020544,98.05,-0.000815245083053,92.32,-0.0024851431658563,-0.0054491155486535,1.600437488117172,1.6336537341420438,5.33,4.02,3.94,0.0
25,181.43,-0.000716016743776,86.13,0.006544349655253,67.47,0.013367377590868,60.9,0.0014800197335964,281.4,-0.030924994834355,190.69,-0.0170111861436157,97.94,-0.0011218765935746,92.14,-0.0019497400346619,-0.00956386782714,1.600437488117172,1.6336537341420438,5.34,4.04,3.93,0.0
26,182.01,0.0031968252218486,86.3,0.0019737605944503,69.09,0.0240106714095154,60.35,-0.009031198686371,277.9,-0.0124378109452736,190.54,-0.0007866170223923,98.41,0.0047988564427199,92.79,0.007054482309529,-0.0018944773530524,1.600437488117172,1.6336537341420438,5.27,3.93,3.9,0.0
27,181.88,-0.0007142464699742,85.75,-0.0063731170336036,67.87,-0.0176581270806194,59.84,-0.0084507042253521,271.99,-0.0212666426772218,189.77,-0.0040411462160175,97.8,-0.0061985570572096,92.23,-0.0060351330962388,-0.0089345896201236,1.600437488117172,1.6336537341420438,5.35,4.07,3.96,0.0
28,179.45,-0.0133604574444688,85.29,-0.0053644314868803,67.03,-0.0123766023279799,59.52,-0.0053475935828877,269.79,-0.0080885326666421,188.08,-0.0089055172050376,97.01,-0.0080777096114518,91.48,-0.0081318443022877,-0.0093321758556303,1.600437488117172,1.6336537341420438,5.44,4.24,4.03,0.0
29,178.78,-0.0037336305377542,84.09,-0.0140696447414703,65.54,-0.0222288527524987,59.31,-0.0035282258064516,269.61,-0.0006671855887913,188.61,0.002817949808592,96.8,-0.002164725286053,91.01,-0.0051377350240489,-0.0027471064731563,1.600437488117172,1.6336537341420438,5.38,4.25,4.05,0.0
30,178.64,-0.0007830853563038,83.73,-0.004281127363539,65.85,0.0047299359169969,59.76,0.007587253414264,274.43,0.0178776751604168,190.68,0.0109750278352154,96.53,-0.002789256198347,90.59,-0.0046148774859905,0.0074064522965614,1.600437488117172,1.6336537341420438,5.41,4.35,4.05,1.0
31,177.31,-0.0074451410658306,83.92,0.0022691986145944,64.44,-0.0214123006833713,60.56,0.0133868808567605,276.54,0.0076886637758262,191.81,0.0059261590098593,96.51,-0.0002071894747746,90.52,-0.0007727122198919,0.0021035271387048,1.600437488117172,1.6336537341420438,5.44,4.37,4.01,1.0
32,177.84,0.0029891151091308,84.57,0.007745471877979,64.63,0.0029484792054623,61.03,0.0077608982826948,282.48,0.0214797136038185,191.33,-0.0025024764089462,97.14,0.0065278209511967,91.17,0.0071807335395492,0.0072747670903352,1.600437488117172,1.6336537341420438,5.4,4.25,3.95,1.0
33,178.47,0.0035425101214574,84.38,-0.0022466595719522,63.39,-0.0191861364691319,60.58,-0.0073734229067672,279.82,-0.009416595865194,192.46,0.0059060262373908,97.58,0.0045295449866171,91.48,0.0034002413074476,-0.0021925556672313,1.600437488117172,1.6336537341420438,5.43,4.19,3.87,0.0
34,178.27,-0.0011206365215441,83.56,-0.009717942640436,63.55,0.0025240574223062,60.22,-0.0059425552987785,261.77,-0.0645057536988064,193.88,0.0073781565000519,97.95,0.0037917606066817,92.03,0.0060122431132487,-0.0141089446131744,1.600437488117172,1.6336537341420438,5.4,4.13,3.85,0.0
35,177.09,-0.0066191731643013,83.1,-0.0055050263283868,62.96,-0.0092840283241542,60.02,-0.0033211557622051,257.5,-0.0163120296443441,189.59,-0.022127088920982,97.72,-0.002348136804492,91.63,-0.0043464087797457,-0.0110970378806809,1.600437488117172,1.6336537341420438,5.41,4.14,3.92,0.0
36,177.28,0.0010729007849115,83.11,0.0001203369434417,62.52,-0.0069885641677255,60.52,0.0083305564811728,256.24,-0.0048932038834951,189.25,-0.0017933435307769,98.48,0.0077773229635693,91.87,0.0026192295099858,0.0004981625547446,1.600437488117172,1.6336537341420438,5.32,3.97,3.81,1.0
37,177.69,0.0023127256317689,82.99,-0.0014438695704488,61.3,-0.0195137555982086,61.09,0.0094183740912094,250.21,-0.0235326256634405,188.06,-0.0062879788639366,98.19,-0.002944760357433,91.34,-0.0057690214433439,-0.0058108797050995,1.600437488117172,1.6336537341420438,5.33,4.02,3.84,0.0
38,178.51,0.0046147785469075,81.98,-0.0121701409808409,62.73,0.0233278955954323,61.22,0.0021280078572596,241.05,-0.0366092482314855,185.27,-0.0148356907369987,98.38,0.0019350239331907,91.07,-0.0029559886139698,-0.0081904824375203,1.600437488117172,1.6336537341420438,5.27,3.96,3.83,0.0
39,178.2,-0.001736597389502,80.13,-0.0225664796291779,62.42,-0.0049418141240235,61.2,-0.000326690623979,256.55,0.0643020120306989,186.68,0.0076105143844118,98.26,-0.0012197601138441,90.9,-0.0018666959481715,0.0151558535343395,1.600437488117172,1.6336537341420438,5.25,3.99,3.82,1.0
40,177.71,-0.002749719416386,81.25,0.0139772869087733,62.52,0.0016020506247997,61.85,0.0106209150326797,264.61,0.0314168778015981,187.0,0.0017141632740518,97.97,-0.0029513535518014,91.18,0.003080308030803,0.008580909354782,1.600437488117172,1.6336537341420438,5.29,4.03,3.88,1.0
41,179.49,0.0100163187215125,82.43,0.014523076923077,65.04,0.0403071017274472,61.43,-0.0067906224737267,259.46,-0.0194626053437134,183.96,-0.0162566844919785,98.48,0.005205675206696,91.45,0.0029611756964245,-0.0033776515995302,1.600437488117172,1.6336537341420438,5.25,3.95,3.81,0.0
42,179.75,0.0014485486656636,82.93,0.0060657527599174,63.92,-0.0172201722017221,61.26,-0.0027673775028488,274.45,0.0577738379711709,185.01,0.0057077625570776,98.32,-0.0016246953696182,91.67,0.0024056861673045,0.0129839876654013,1.600437488117172,1.6336537341420438,5.24,3.96,3.83,1.0
43,181.63,0.0104589707927678,83.92,0.0119377788496322,64.35,0.0067271589486856,61.67,0.0066927848514528,260.54,-0.0506831845509199,185.02,5.40511323712245e-05,98.14,-0.0018307567127745,91.91,0.002618086615032,-0.0074340161068279,1.600437488117172,1.6336537341420438,5.24,3.99,3.86,0.0
44,181.91,0.0015415955513957,83.98,0.0007149666348904,63.41,-0.0146076146076146,61.23,-0.0071347494730015,255.9,-0.0178091655791817,186.01,0.0053507728894173,98.45,0.0031587528021195,92.16,0.0027200522250028,-0.0044941223567734,1.600437488117172,1.6336537341420438,5.21,3.91,3.85,0.0
45,180.64,-0.0069814743554506,83.54,-0.0052393427006429,61.83,-0.0249172054880932,60.86,-0.0060427894822798,256.79,0.0034779210629152,183.95,-0.0110746734046556,97.77,-0.0069070594210259,91.74,-0.0045572916666667,-0.0063222134279286,1.600437488117172,1.6336537341420438,5.27,4.06,3.9,0.0
46,180.54,-0.0005535872453498,83.23,-0.0037107972228872,62.14,0.0050137473718259,60.45,-0.006736772921459,258.71,0.0074769266715992,183.31,-0.0034792063060613,97.68,-0.0009205277692542,91.67,-0.000763025942882,-9.460581099415064e-05,1.600437488117172,1.6336537341420438,5.26,4.01,3.94,0.0
47,181.88,0.0074221779107124,82.7,-0.0063678961912772,60.24,-0.0305761184422271,60.21,-0.003970223325062,249.83,-0.0343241467279964,183.84,0.0028912770716273,98.14,0.0047092547092546,91.54,-0.001418130249809,-0.0075915547628881,1.600437488117172,1.6336537341420438,5.18,3.89,3.87,0.0
48,182.04,0.0008797009016934,82.68,-0.000241837968561,62.93,0.0446547144754316,60.47,0.0043182195648563,244.4,-0.0217347796501621,180.96,-0.0156657963446474,97.97,-0.0017322192785815,91.6,0.0006554511688878,-0.004469118515316,1.600437488117172,1.6336537341420438,5.17,3.92,3.89,0.0
49,182.53,0.0026917161063502,83.16,0.0058055152394773,63.46,0.0084220562529795,60.37,-0.0016537125847527,234.86,-0.0390343698854336,180.57,-0.0021551724137931,98.2,0.0023476574461569,91.59,-0.0001091703056768,-0.0081975079959827,1.0629733535709542,1.6336537341420438,5.12,3.87,3.89,0.0
50,180.15,-0.0130389525009587,83.68,0.0062530062530063,64.71,0.0196974472108413,60.22,-0.0024846778201093,224.57,-0.0438133356041897,177.82,-0.0152295508666998,97.68,-0.005295315682281,91.0,-0.0064417512828911,-0.0158868776011839,1.063326211855261,1.6336537341420438,5.16,3.93,3.95,0.0
51,182.34,0.0121565362198168,82.17,-0.0180449330783939,63.79,-0.0142172770823674,60.31,0.0014945200929923,221.31,-0.0145166317851894,179.21,0.0078168934877966,98.2,0.0053235053235052,91.47,0.0051648351648352,0.0010490549512018,1.0636707314415883,1.6336537341420438,5.2,3.85,3.87,1.0
52,182.14,-0.0010968520346605,81.39,-0.0094925155166118,64.03,0.0037623451951716,60.75,0.0072956391974796,217.61,-0.0167186299760516,179.58,0.0020646169298588,98.08,-0.0012219959266802,91.27,-0.0021865092380015,-0.0022955217708365,1.0637852980638356,1.6336537341420438,5.17,3.82,3.89,0.0
53,181.05,-0.0059844075985504,81.96,0.007003317360855,64.15,0.0018741215055444,61.16,0.0067489711934156,213.8,-0.0175083865631174,180.95,0.0076289119055572,98.09,0.0001019575856444,91.38,0.0012052152952777,-0.0026334112534225,1.0636210306762317,1.6336537341420438,5.22,3.84,3.88,0.0
54,183.76,0.0149682408174536,80.01,-0.0237920937042458,62.55,-0.0249415432579892,60.0,-0.0189666448659253,207.52,-0.0293732460243217,180.09,-0.0047526941143961,98.61,0.0053012539504535,90.92,-0.0050339242722695,-0.0084082510495837,1.0630408723858802,1.6336537341420438,5.11,3.7,3.84,0.0
55,182.32,-0.0078363082281236,80.0,-0.0001249843769529,60.63,-0.0306954436450838,59.66,-0.0056666666666667,203.93,-0.0172995373939861,177.25,-0.015769892831362,98.57,-0.0004056383733901,90.84,-0.0008798944126704,-0.011907138830212,1.0621601345791585,1.6336537341420438,5.18,3.74,3.85,0.0
56,182.04,-0.0015357612988152,79.6,-0.0050000000000001,62.3,0.0275441200725712,59.78,0.0020113979215554,201.16,-0.0135830922375325,177.3,0.0002820874471085,98.22,-0.0035507760982043,91.16,0.0035226772346983,-0.0016913681130199,1.0611997640871476,1.6336537341420438,5.22,3.81,3.9,0.0
57,180.92,-0.006152493957372,79.3,-0.0037688442211054,64.8,0.0401284109149278,60.26,0.0080294412847106,193.16,-0.0397693378405249,175.43,-0.0105470953186689,97.57,-0.0066177967827326,90.78,-0.0041684949539271,-0.0093694361110816,1.0600682167049336,1.6336537341420438,5.25,3.92,3.96,0.0
58,180.2,-0.003979659518019,78.4,-0.0113493064312735,64.09,-0.0109567901234567,60.41,0.0024892134085627,184.47,-0.0449886104783598,172.99,-0.0139086815253947,97.49,-0.0008199241570154,90.21,-0.0062789160608064,-0.014320746231483,1.0584742079321956,1.6336537341420438,5.24,3.9,4.01,0.0
59,181.95,0.0097114317425082,78.41,0.0001275510204079,65.66,0.024496801373069,60.88,0.0077801688462175,182.9,-0.0085108689759851,171.84,-0.0066477831088502,97.85,0.0036926864293773,90.3,0.000997672098437,0.0023532028849409,1.0568723300221854,1.6336537341420438,5.12,3.75,3.97,1.0
60,183.43,0.0081341027754877,80.13,0.0219359775538834,64.87,-0.0120316783429789,61.4,0.0085413929040736,185.77,0.0156916347730999,171.56,-0.0016294227188081,98.1,0.0025549310168624,90.94,0.0070874861572536,0.0063518542002789,1.0552944260173336,1.6336537341420438,5.06,3.76,3.96,1.0
61,183.21,-0.0011993676061712,80.89,0.0094845875452389,63.91,-0.014798828426083,61.51,0.0017915309446254,188.87,0.0166873015018571,174.2,0.0153882023781766,97.99,-0.0011213047910295,91.39,0.0049483175720255,0.005889863421602,1.0535056012151862,1.6336537341420438,5.07,3.77,3.97,1.0
62,183.64,0.0023470334588722,80.4,-0.006057609098776,63.9,-0.000156470035988,62.83,0.0214599252154121,180.14,-0.0462222692857522,175.21,0.0057979334098738,98.08,0.0009184610674559,90.99,-0.0043768464821096,-0.0049706959984887,1.0516811777117954,1.6336537341420438,5.02,3.76,3.95,0.0
63,181.84,-0.0098017861032453,80.53,0.0016169154228855,64.04,0.002190923317684,62.8,-0.000477478911348,176.89,-0.0180415232596868,175.05,-0.0009131898864219,98.3,0.0022430668841761,90.94,-0.0005495109352675,-0.0064861026818053,1.049484741312098,1.6336537341420438,5.02,3.69,3.91,0.0
64,184.23,0.0131434227892652,80.92,0.004842915683596,64.6,0.0087445346658336,63.15,0.0055732484076433,173.86,-0.0171292893888855,172.69,-0.0134818623250501,98.76,0.0046795523906408,90.9,-0.0004398504508466,-0.0013534362103899,1.0470361167100248,1.6336537341420438,4.92,3.58,3.88,0.0
65,184.87,0.003473918471476,79.84,-0.0133465150766188,62.54,-0.0318885448916408,63.22,0.0011084718923197,166.52,-0.042217876452318,172.07,-0.0035902484220279,98.91,0.0015188335358444,90.69,-0.0023102310231023,-0.0111275681853652,1.0444066284869469,1.6336537341420438,4.88,3.52,3.87,0.0
66,187.21,0.0126575431384217,81.89,0.0256763527054106,62.99,0.0071953949472338,63.94,0.0113888010123377,166.35,-0.0010208983905838,172.07,0.0,99.14,0.0023253462743908,91.34,0.007167273128239,0.0056674373233747,1.0422079577761627,1.6336537341420438,4.73,3.46,3.84,1.0
67,186.81,-0.0021366380001068,82.03,0.0017096104530467,62.07,-0.0146054929353866,64.11,0.0026587425711603,167.98,0.0097986173730086,172.57,0.0029057941535421,99.39,0.0025216865039339,91.32,-0.0002189621195534,0.0020636407531427,1.039729936196245,1.6336537341420438,4.75,3.45,3.78,1.0
68,187.13,0.0017129703977303,82.04,0.0001219066195294,63.25,0.0190107942645401,63.86,-0.0038995476524723,172.08,0.0244076675794739,173.75,0.0068378049487165,99.95,0.0056343696548948,91.66,0.0037231712658782,0.0082813580153416,1.0374861689653996,1.6336537341420438,4.7,3.36,3.73,1.0
69,188.75,0.0086570833110672,82.95,0.0110921501706484,64.39,0.0180237154150197,63.5,-0.0056373316630128,168.54,-0.0205718270571828,173.555,-0.0011223021582733,99.65,-0.0030015007503751,91.79,0.0014182849661794,-0.0028479753574259,1.0351588508440848,1.6336537341420438,4.7,3.37,3.8,0.0
70,189.02,0.001430463576159,82.16,-0.0095238095238096,64.87,0.0074545736915669,63.39,-0.0017322834645668,169.15,0.003619318856058,171.77,-0.010284924087465,99.01,-0.0064224786753638,91.25,-0.0058829937901733,-0.0012771425906278,1.0329982450362372,1.6336537341420438,4.81,3.51,3.85,0.0
71,187.69,-0.0070362924558248,82.51,0.0042599805258034,64.26,-0.0094034222290735,63.92,0.0083609402113897,171.79,0.0156074490097546,173.5,0.0100716073819642,99.1,0.0009089990910007,91.47,0.0024109589041094,0.0047775291220221,1.0308558473532292,1.6336537341420438,4.79,3.49,3.84,1.0
72,187.46,-0.0012254249027651,82.99,0.0058174766694945,63.03,-0.019140989729225,64.02,0.0015644555694618,170.06,-0.0100704348332265,173.62,0.0006916426512968,99.65,0.0055499495459132,91.65,0.0019678583142015,-0.0028658737316364,1.0280982478520675,1.6336537341420438,4.73,3.41,3.76,0.0
73,190.44,0.0158967246345886,81.63,-0.0163875165682612,60.7,-0.0369665238775186,63.72,-0.0046860356138705,161.2,-0.0520992590850288,165.79,-0.045098490957263,99.97,0.0032112393376817,91.18,-0.0051282051282051,-0.0196631185058759,1.025022944540383,1.6336537341420438,4.59,3.29,3.73,0.0
74,189.11,-0.006983826927116,80.96,-0.0082077667524195,60.31,-0.0064250411861614,63.65,-0.0010985561833019,160.6082,-0.0036712158808931,167.45,0.010012666626455,100.09,0.0012003601080323,91.45,0.0029611756964245,-0.0011142045706185,1.0220470369721366,1.6336537341420438,4.7,3.37,3.7,0.0
75,187.52,-0.0084078049812278,81.28,0.0039525691699606,63.05,0.0454319350024869,64.01,0.0056559308719561,160.31,-0.00185669224859,168.54,0.0065094057927739,99.65,-0.0043960435607952,91.56,0.0012028430836523,0.0021852216886959,1.0193233184058592,1.6336537341420438,4.74,3.46,3.72,1.0
76,183.97,-0.0189313139931741,82.68,0.0172244094488189,66.55,0.0555114988104679,64.3,0.0045305421027963,161.83,0.0094816293431476,169.59,0.0062299750800998,98.69,-0.0096337180130456,91.59,0.0003276539973788,0.0021133214177422,1.01668124370041,1.6336537341420438,4.86,3.64,3.84,1.0
77,184.8,0.004511605153014,83.3,0.0074987905176582,67.5,0.0142749812171301,64.15,-0.0023328149300154,164.35,0.0155718964345299,169.68,0.0005306916681409,99.96,0.0128685783767352,92.49,0.0098264002620371,0.0063540500856858,1.014355156048701,1.6336537341420438,4.8,3.51,3.67,1.0
78,184.75,-0.0002705627705628,82.29,-0.0121248499399758,65.81,-0.0250370370370369,63.68,-0.0073265783320344,160.19,-0.0253118344995436,168.41,-0.0074846770391325,99.45,-0.0051020408163264,92.13,-0.0038923126824521,-0.0106013568233458,1.0120263497100208,1.6336537341420438,4.78,3.6,3.76,0.0
79,184.74,-5.412719891739748e-05,80.47,-0.0221169036334913,65.36,-0.0068378665856253,63.55,-0.0020414572864322,153.75,-0.0402022598164679,163.76,-0.0276111869841458,99.81,0.0036199095022624,91.82,-0.0033648105937262,-0.0151619488887363,1.0094675427842257,1.6336537341420438,4.64,3.46,3.7,0.0
80,185.75,0.0054671430118002,81.25,0.0096930533117931,67.62,0.0345777233782129,63.85,0.0047206923682141,160.67,0.0450081300813007,163.77,6.10649731316304e-05,100.18,0.0037070433824266,92.18,0.0039207144412982,0.0149146755067083,1.0070305848411174,1.6336537341420438,4.6,3.43,3.65,1.0
81,184.81,-0.0050605652759084,82.06,0.0099692307692307,69.25,0.0241052942916295,63.95,0.0015661707126077,162.55,0.0117010020538994,165.33,0.0095255541307932,99.56,-0.0061888600519066,92.35,0.0018442178346711,0.0045475678275001,1.0046350170261351,1.6336537341420438,4.76,3.6,3.73,1.0
82,184.25,-0.0030301390617391,82.37,0.0037777236168656,68.21,-0.0150180505415162,64.05,0.0015637216575448,165.06,0.0154414026453397,165.02,-0.0018750378031815,99.17,-0.0039172358376857,92.08,-0.0029236599891715,0.0014290013326445,1.002110256201695,1.6336537341420438,4.78,3.66,3.78,1.0
83,186.09,0.0099864314789688,82.36,-0.0001214034235765,67.6,-0.0089429702389678,63.96,-0.0014051522248242,162.99,-0.0125408942202834,166.65,0.0098775905950794,99.34,0.0017142280931734,91.83,-0.0027150304083405,0.0009251954446862,0.9996507248487556,1.6336537341420438,4.77,3.63,3.75,1.0
84,185.36,-0.0039228330377774,83.18,0.0099562894609035,69.3,0.0251479289940828,63.68,-0.0043777360850532,180.59,0.107982084790478,167.63,0.0058805880588057,98.89,-0.0045298973223273,91.89,0.0006533812479581,0.0251795892609471,0.9979788258822432,1.6336537341420438,4.84,3.71,3.79,1.0
85,186.25,0.0048014674147602,82.69,-0.0058908391440251,70.73,0.0206349206349207,63.56,-0.0018844221105527,184.31,0.0205991472396034,166.47,-0.0069200023862077,99.04,0.0015168368894731,92.23,0.003700076178039,0.0055616751787987,0.996652768546352,1.6336537341420438,4.81,3.69,3.79,1.0
86,185.53,-0.0038657718120804,82.88,0.0022977385415405,70.84,0.0015552099533437,63.46,-0.0015733165512901,187.04,0.0148120015191794,165.23,-0.0074487895716947,98.9,-0.0014135702746365,92.13,-0.0010842459069717,0.0006462855856023,0.9953289769302048,1.6336537341420438,4.8,3.69,3.81,1.0
87,186.36,0.0044736700264109,81.19,-0.0203909266409265,72.09,0.0176453980801807,63.05,-0.006460762685156,185.0,-0.0109067579127458,165.21,-0.0001210433940566,99.4,0.0050556117290192,92.38,0.0027135569304244,-0.0010979604553023,0.9941060461005342,1.6336537341420438,4.77,3.6,3.74,0.0
88,189.72,0.0180296200901479,82.47,0.0157654883606355,71.8,-0.0040227493411014,63.15,0.0015860428231562,185.9,0.0048648648648648,165.56,0.0021185158283396,99.89,0.0049295774647886,92.61,0.0024897163888288,0.0065249904771029,0.9931837183609163,1.6336537341420438,4.66,3.51,3.69,1.0
89,187.19,-0.0133354417035631,82.72,0.0030314053595246,72.43,0.008774373259053,62.69,-0.0072842438638163,180.54,-0.0288327057557827,160.1,-0.0329789804300556,99.93,0.000400440484533,91.91,-0.0075585789871503,-0.0170973409309103,0.9916063517766532,1.6336537341420438,4.64,3.46,3.64,0.0
